gene,drug,action
pharmgkb:PA448964,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA448964,pharmgkb:PA128,dbv:substrate
pharmgkb:PA448871,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA448689,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164774901,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA164774901,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450741,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449088,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449088,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449918,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164754877,pharmgkb:PA128,dbv:substrate
pharmgkb:PA448971,pharmgkb:PA128,dbv:substrate
pharmgkb:PA10352,pharmgkb:PA128,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449918,pharmgkb:PA419,dbv:substrate
pharmgkb:PA448964,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA449001,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA164744924,pharmgkb:PA129,dbv:substrate
pharmgkb:PA448971,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA448971,pharmgkb:PA129,dbv:substrate
pharmgkb:PA450377,pharmgkb:PA129,dbv:substrate
pharmgkb:PA448964,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA164764567,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA448871,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451720,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449918,pharmgkb:PA126,dbv:substrate
pharmgkb:PA164744924,pharmgkb:PA126,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA448689,pharmgkb:PA131,dbv:substrate
pharmgkb:PA450741,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA449841,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449088,pharmgkb:PA131,dbv:substrate
pharmgkb:PA450633,pharmgkb:PA131,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA131,dbv:substrate
pharmgkb:PA448689,pharmgkb:PA122,dbv:substrate
pharmgkb:PA450741,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA449088,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164744924,pharmgkb:PA124,dbv:substrate
pharmgkb:PA450377,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451124,pharmgkb:PA143,dbv:inhibitor
pharmgkb:PA164768818,pharmgkb:PA139,dbv:inhibitor
pharmgkb:PA450215,pharmgkb:PA113,dbv:antagonist
pharmgkb:PA164749136,pharmgkb:PA28966,dbv:antagonist
pharmgkb:PA451784,pharmgkb:PA26488,dbv:antagonist
pharmgkb:PA448946,pharmgkb:PA26488,dbv:antagonist
pharmgkb:PA164746748,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA164749394,pharmgkb:PA181,dbv:agonist
pharmgkb:PA451406,pharmgkb:PA27092,dbv:inhibitor
pharmgkb:PA448971,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA27092,dbv:inhibitor
pharmgkb:PA449518,pharmgkb:PA29017,dbv:inhibitor
pharmgkb:PA164746748,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA164748507,pharmgkb:PA29487,dbv:inhibitor
pharmgkb:PA448939,pharmgkb:PA25473,dbv:agonist
pharmgkb:PA164746748,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA450586,pharmgkb:PA31942,dbv:antagonist
pharmgkb:PA450586,pharmgkb:PA31943,dbv:antagonist
pharmgkb:PA164746748,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA164748742,pharmgkb:PA157,dbv:other-unknown
pharmgkb:PA164749136,pharmgkb:PA31259,dbv:unknown
pharmgkb:PA449088,pharmgkb:PA360,dbv:substrate
pharmgkb:PA164953212,pharmgkb:PA36225,dbv:inhibitor
pharmgkb:PA448971,pharmgkb:PA121,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA164748507,pharmgkb:PA29486,dbv:inhibitor
pharmgkb:PA164746748,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA449001,pharmgkb:PA133,dbv:inhibitor
pharmgkb:PA450586,pharmgkb:PA26864,dbv:other-unknown
pharmgkb:PA449088,pharmgkb:PA361,dbv:substrate
pharmgkb:PA448997,pharmgkb:PA162407502,dbv:inhibitor
pharmgkb:PA448388,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA164749136,pharmgkb:PA28727,dbv:agonist
pharmgkb:PA164746748,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA450215,pharmgkb:PA26496,dbv:other-unknown
pharmgkb:PA449001,pharmgkb:PA166,dbv:substrate
pharmgkb:PA450586,pharmgkb:PA31945,dbv:antagonist
pharmgkb:PA450215,pharmgkb:PA31945,dbv:agonist
pharmgkb:PA164746748,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA449001,pharmgkb:PA165,dbv:substrate
pharmgkb:PA448946,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA164746748,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA448946,pharmgkb:PA28983,dbv:antagonist
pharmgkb:PA164746748,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA164746748,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28498,dbv:potentiator
pharmgkb:PA448333,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451126,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451976,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451114,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451788,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450369,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164746334,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449823,pharmgkb:PA130,dbv:inducer
pharmgkb:PA10074,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450873,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450873,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10236,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164776997,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164754789,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450082,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164783790,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10888,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749185,pharmgkb:PA24815,dbv:inhibitor
pharmgkb:PA164743235,pharmgkb:PA36,dbv:agonist
pharmgkb:PA164743235,pharmgkb:PA37,dbv:agonist
pharmgkb:PA451608,pharmgkb:PA28499,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA134952133,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA28503,dbv:potentiator
pharmgkb:PA448382,pharmgkb:PA26510,dbv:inhibitor
pharmgkb:PA451576,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451752,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA451752,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA164748965,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA451126,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451976,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA164746334,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA452615,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164747936,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164747936,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA164754789,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA165958376,pharmgkb:PA26485,dbv:antagonist
pharmgkb:PA165958376,pharmgkb:PA26486,dbv:antagonist
pharmgkb:PA164743235,pharmgkb:PA35,dbv:agonist
pharmgkb:PA165950341,pharmgkb:PA109,dbv:potentiator
pharmgkb:PA451976,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA10236,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA449461,pharmgkb:PA28727,dbv:agonist
pharmgkb:PA165958361,pharmgkb:PA27618,dbv:antagonist
pharmgkb:PA165958361,pharmgkb:PA27617,dbv:antagonist
pharmgkb:PA451608,pharmgkb:PA28506,dbv:potentiator
pharmgkb:PA164749185,pharmgkb:PA80,dbv:antagonist
pharmgkb:PA449461,pharmgkb:PA28730,dbv:agonist
pharmgkb:PA451608,pharmgkb:PA28502,dbv:potentiator
pharmgkb:PA448382,pharmgkb:PA134889019,dbv:unknown
pharmgkb:PA451608,pharmgkb:PA28504,dbv:potentiator
pharmgkb:PA451788,pharmgkb:PA143,dbv:inhibitor
pharmgkb:PA450761,pharmgkb:PA125,dbv:substrate
pharmgkb:PA451305,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA164749407,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA164749407,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451305,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451305,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450475,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA450475,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450369,pharmgkb:PA28980,dbv:antagonist
pharmgkb:PA164746469,pharmgkb:PA28601,dbv:substrate
pharmgkb:PA450475,pharmgkb:PA27090,dbv:inhibitor
pharmgkb:PA449247,pharmgkb:PA27090,dbv:inhibitor
pharmgkb:PA451308,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164746224,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164744928,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA448626,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA448675,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA449531,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA451126,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA449233,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA450475,pharmgkb:PA134,dbv:inducer
pharmgkb:PA451308,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA448675,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA451126,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA449233,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA450369,pharmgkb:PA28978,dbv:antagonist
pharmgkb:PA450526,pharmgkb:PA27094,dbv:inhibitor
pharmgkb:PA450761,pharmgkb:PA27094,dbv:inhibitor
pharmgkb:PA449247,pharmgkb:PA27094,dbv:inducer
pharmgkb:PA450369,pharmgkb:PA28982,dbv:antagonist
pharmgkb:PA449409,pharmgkb:PA260,dbv:other-unknown
pharmgkb:PA449048,pharmgkb:PA164743293,dbv:substrate
pharmgkb:PA449048,pharmgkb:PA164752827,dbv:substrate
pharmgkb:PA449048,pharmgkb:PA164749380,dbv:substrate
pharmgkb:PA449048,pharmgkb:PA24690,dbv:substrate
pharmgkb:PA451305,pharmgkb:PA27089,dbv:substrate
pharmgkb:PA451576,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA450475,pharmgkb:PA133,dbv:inhibitor
pharmgkb:PA451576,pharmgkb:PA20,dbv:inhibitor
pharmgkb:PA449028,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA449028,pharmgkb:PA122,dbv:substrate
pharmgkb:PA450761,pharmgkb:PA122,dbv:substrate
pharmgkb:PA451305,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA451305,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449028,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA449028,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451305,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA449753,pharmgkb:PA30452,dbv:other-unknown
pharmgkb:PA450369,pharmgkb:PA28979,dbv:antagonist
pharmgkb:PA450369,pharmgkb:PA28981,dbv:antagonist
pharmgkb:PA449531,pharmgkb:PA28983,dbv:antagonist
pharmgkb:PA449461,pharmgkb:PA30019,dbv:inducer
pharmgkb:PA164748094,pharmgkb:PA25984,dbv:inhibitor
pharmgkb:PA164748094,pharmgkb:PA25989,dbv:inhibitor
pharmgkb:PA164743235,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA451608,pharmgkb:PA28495,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA28501,dbv:potentiator
pharmgkb:PA164748094,pharmgkb:PA25991,dbv:inhibitor
pharmgkb:PA449461,pharmgkb:PA25127,dbv:other-unknown
pharmgkb:PA451608,pharmgkb:PA28493,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA28491,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA28490,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA28496,dbv:potentiator
pharmgkb:PA164743235,pharmgkb:PA213,dbv:inhibitor
pharmgkb:PA164748094,pharmgkb:PA320,dbv:inhibitor
pharmgkb:PA451608,pharmgkb:PA28500,dbv:potentiator
pharmgkb:PA164754814,pharmgkb:PA26007,dbv:inhibitor
pharmgkb:PA449461,pharmgkb:PA222,dbv:inhibitor
pharmgkb:PA164743235,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA165958376,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164743235,pharmgkb:PA24598,dbv:antagonist
pharmgkb:PA451608,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28489,dbv:potentiator
pharmgkb:PA451608,pharmgkb:PA28505,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28497,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28492,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA25111,dbv:inhibitor
pharmgkb:PA164749171,pharmgkb:PA33126,dbv:inhibitor
pharmgkb:PA449461,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28494,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA449461,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA164745609,pharmgkb:PA28500,dbv:potentiator
pharmgkb:PA164754789,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA164754789,pharmgkb:PA389,dbv:substrate
pharmgkb:PA449319,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA164754789,pharmgkb:PA35838,dbv:substrate
pharmgkb:PA449319,pharmgkb:PA35838,dbv:substrate
pharmgkb:PA450649,pharmgkb:PA331,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA164781199,pharmgkb:PA329,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA450617,pharmgkb:PA35845,dbv:inhibitor
pharmgkb:PA164754789,pharmgkb:PA35845,dbv:substrate
pharmgkb:PA449319,pharmgkb:PA35845,dbv:substrate
pharmgkb:PA449412,pharmgkb:PA58,dbv:inhibitor
pharmgkb:PA449412,pharmgkb:PA58,dbv:substrate
pharmgkb:PA164745609,pharmgkb:PA28489,dbv:potentiator
pharmgkb:PA450649,pharmgkb:PA310,dbv:substrate
pharmgkb:PA164745609,pharmgkb:PA28505,dbv:potentiator
pharmgkb:PA164745609,pharmgkb:PA28497,dbv:potentiator
pharmgkb:PA10888,pharmgkb:PA35907,dbv:Other
pharmgkb:PA449412,pharmgkb:PA134911502,dbv:substrate
pharmgkb:PA448494,pharmgkb:PA38197,dbv:inhibitor
pharmgkb:PA164754789,pharmgkb:PA24393,dbv:substrate
pharmgkb:PA164745609,pharmgkb:PA28502,dbv:potentiator
pharmgkb:PA164754789,pharmgkb:PA35844,dbv:substrate
pharmgkb:PA449319,pharmgkb:PA35844,dbv:substrate
pharmgkb:PA164754789,pharmgkb:PA38295,dbv:substrate
pharmgkb:PA449412,pharmgkb:PA24390,dbv:substrate
pharmgkb:PA164754789,pharmgkb:PA37815,dbv:inhibitor
pharmgkb:PA164754789,pharmgkb:PA37815,dbv:substrate
pharmgkb:PA449319,pharmgkb:PA37815,dbv:substrate
pharmgkb:PA164754789,pharmgkb:PA35837,dbv:substrate
pharmgkb:PA164754789,pharmgkb:PA38283,dbv:inhibitor
pharmgkb:PA164752437,pharmgkb:PA28498,dbv:potentiator
pharmgkb:PA164745609,pharmgkb:PA28498,dbv:potentiator
pharmgkb:PA164745609,pharmgkb:PA28499,dbv:potentiator
pharmgkb:PA164752437,pharmgkb:PA134952133,dbv:potentiator
pharmgkb:PA164745609,pharmgkb:PA134952133,dbv:potentiator
pharmgkb:PA164745609,pharmgkb:PA28503,dbv:potentiator
pharmgkb:PA164752437,pharmgkb:PA28506,dbv:potentiator
pharmgkb:PA164745609,pharmgkb:PA28506,dbv:potentiator
pharmgkb:PA164748765,pharmgkb:PA25984,dbv:inhibitor
pharmgkb:PA164748765,pharmgkb:PA25989,dbv:inhibitor
pharmgkb:PA164750513,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164764569,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164752251,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164750541,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA164760855,pharmgkb:PA57,dbv:agonist
pharmgkb:PA10015,pharmgkb:PA24687,dbv:inducer
pharmgkb:PA164748765,pharmgkb:PA25991,dbv:inhibitor
pharmgkb:PA165958373,pharmgkb:PA28800,dbv:antagonist
pharmgkb:PA449345,pharmgkb:PA286,dbv:agonist
pharmgkb:PA449809,pharmgkb:PA29555,dbv:antagonist
pharmgkb:PA450705,pharmgkb:PA29555,dbv:antagonist
pharmgkb:PA1000,pharmgkb:PA33744,dbv:activator
pharmgkb:PA450705,pharmgkb:PA29557,dbv:agonist
pharmgkb:PA164745534,pharmgkb:PA156,dbv:agonist
pharmgkb:PA164750541,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA451258,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164750541,pharmgkb:PA192,dbv:antagonist
pharmgkb:PA450705,pharmgkb:PA192,dbv:other-unknown
pharmgkb:PA164747990,pharmgkb:PA28489,dbv:agonist
pharmgkb:PA451569,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA450705,pharmgkb:PA29549,dbv:other-unknown
pharmgkb:PA451569,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA450705,pharmgkb:PA31945,dbv:other-unknown
pharmgkb:PA164768817,pharmgkb:PA31945,dbv:agonist
pharmgkb:PA449345,pharmgkb:PA289,dbv:agonist
pharmgkb:PA449345,pharmgkb:PA288,dbv:agonist
pharmgkb:PA449345,pharmgkb:PA287,dbv:agonist
pharmgkb:PA449171,pharmgkb:PA31741,dbv:other-unknown
pharmgkb:PA449171,pharmgkb:PA36153,dbv:binder
pharmgkb:PA164745459,pharmgkb:PA304,dbv:antagonist
pharmgkb:PA1000,pharmgkb:PA30050,dbv:inhibitor
pharmgkb:PA164764617,pharmgkb:PA35000,dbv:inhibitor
pharmgkb:PA164769031,pharmgkb:PA419,dbv:substrate
pharmgkb:PA135057240,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10232,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164776853,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164776853,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165958342,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164768835,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449627,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448432,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164752443,pharmgkb:PA130,dbv:inducer
pharmgkb:PA451341,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749341,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449894,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450492,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450492,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451946,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451545,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450131,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450131,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451728,pharmgkb:PA130,dbv:inducer
pharmgkb:PA164745516,pharmgkb:PA130,dbv:substrate
pharmgkb:PA134688071,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164768822,pharmgkb:PA27091,dbv:inducer
pharmgkb:PA135057240,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA10204,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164776853,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164776853,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA165958342,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA448432,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164745640,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451646,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA164769031,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164742986,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA164776853,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA449697,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA451341,pharmgkb:PA129,dbv:substrate
pharmgkb:PA451646,pharmgkb:PA129,dbv:substrate
pharmgkb:PA451545,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA164747980,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA164743113,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA164743113,pharmgkb:PA25294,dbv:substrate
pharmgkb:PA450771,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA164776853,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164776853,pharmgkb:PA126,dbv:substrate
pharmgkb:PA165958342,pharmgkb:PA126,dbv:inducer
pharmgkb:PA448432,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164743977,pharmgkb:PA126,dbv:substrate
pharmgkb:PA134698661,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164769031,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451545,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164748036,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA135057240,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164776853,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA164776853,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164743977,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450213,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451946,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451946,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164749505,pharmgkb:PA128,dbv:inducer
pharmgkb:PA451545,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA134688071,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA134688071,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164745640,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA27092,dbv:inhibitor
pharmgkb:PA164750570,pharmgkb:PA24696,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA134,dbv:inhibitor
pharmgkb:PA10204,pharmgkb:PA165750325,dbv:substrate
pharmgkb:PA164749505,pharmgkb:PA27089,dbv:inhibitor
pharmgkb:PA449211,pharmgkb:PA18,dbv:substrate
pharmgkb:PA449697,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA451341,pharmgkb:PA121,dbv:substrate
pharmgkb:PA164743977,pharmgkb:PA121,dbv:substrate
pharmgkb:PA10204,pharmgkb:PA249,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA133,dbv:inhibitor
pharmgkb:PA164748124,pharmgkb:PA361,dbv:substrate
pharmgkb:PA164764600,pharmgkb:PA140,dbv:inhibitor
pharmgkb:PA451341,pharmgkb:PA123,dbv:substrate
pharmgkb:PA449627,pharmgkb:PA131,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA164745516,pharmgkb:PA131,dbv:substrate
pharmgkb:PA10204,pharmgkb:PA250,dbv:substrate
pharmgkb:PA10204,pharmgkb:PA162398077,dbv:substrate
pharmgkb:PA449627,pharmgkb:PA122,dbv:substrate
pharmgkb:PA450492,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA449211,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449211,pharmgkb:PA166,dbv:substrate
pharmgkb:PA449211,pharmgkb:PA127,dbv:substrate
pharmgkb:PA135057240,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164776853,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164743977,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164769031,pharmgkb:PA124,dbv:substrate
pharmgkb:PA449211,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451545,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA451728,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA134688071,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164748124,pharmgkb:PA37178,dbv:substrate
pharmgkb:PA10204,pharmgkb:PA24656,dbv:substrate
pharmgkb:PA164748977,pharmgkb:PA24702,dbv:inhibitor
pharmgkb:PA165958405,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164746900,pharmgkb:PA34225,dbv:agonist
pharmgkb:PA164783813,pharmgkb:PA28495,dbv:potentiator
pharmgkb:PA164746900,pharmgkb:PA34890,dbv:agonist
pharmgkb:PA164781398,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA164746900,pharmgkb:PA34891,dbv:agonist
pharmgkb:PA164783813,pharmgkb:PA28493,dbv:potentiator
pharmgkb:PA164783813,pharmgkb:PA28491,dbv:potentiator
